participant_id,candidate_id,program_id,completion_status,score,feedback_rating
PTC02468,CND0968,PRG0013,Completed,88.4,4.0
PTC02469,CND0968,PRG0015,In Progress,,4.3
PTC02470,CND0968,PRG0014,Completed,73.8,4.6
PTC02471,CND0970,PRG0079,Completed,81.2,3.2
PTC02472,CND0971,PRG0033,Completed,77.0,3.8
PTC02473,CND0971,PRG0082,Completed,78.7,5.0
PTC02474,CND0971,PRG0243,Completed,78.9,4.4
PTC02475,CND0971,PRG0194,Dropped,,4.5
PTC02476,CND0972,PRG0149,Completed,69.4,4.8
PTC02477,CND0972,PRG0148,Completed,73.9,3.5
PTC02478,CND0973,PRG0062,Completed,71.7,5.0
PTC02479,CND0973,PRG0065,Completed,75.1,3.9
PTC02480,CND0973,PRG0063,In Progress,,5.0
PTC02481,CND0974,PRG0115,In Progress,,3.7
PTC02482,CND0974,PRG0117,Completed,97.3,5.0
PTC02483,CND0975,PRG0111,Completed,76.2,4.4
PTC02484,CND0975,PRG0230,Completed,68.8,4.1
PTC02485,CND0975,PRG0218,Completed,94.9,4.2
PTC02486,CND0975,PRG0089,Dropped,,4.3
PTC02487,CND0975,PRG0228,In Progress,,4.5
PTC02488,CND0976,PRG0011,In Progress,,3.5
PTC02489,CND0976,PRG0101,Completed,71.9,3.0
PTC02490,CND0976,PRG0208,Completed,76.5,5.0
PTC02491,CND0976,PRG0152,Completed,80.8,3.4
PTC02492,CND0976,PRG0193,In Progress,,3.9
PTC02493,CND0977,PRG0151,Completed,76.8,5.0
PTC02494,CND0977,PRG0150,Dropped,,5.0
PTC02495,CND0978,PRG0037,Completed,88.9,4.0
PTC02496,CND0978,PRG0040,Completed,77.4,3.8
PTC02497,CND0978,PRG0038,Completed,86.7,5.0
PTC02498,CND0978,PRG0041,Completed,93.7,3.4
PTC02499,CND0978,PRG0039,In Progress,,5.0
PTC02500,CND0979,PRG0033,Completed,85.1,3.3
PTC02501,CND0979,PRG0031,Completed,88.1,5.0
PTC02502,CND0979,PRG0032,Completed,80.3,5.0
PTC02503,CND0980,PRG0048,Completed,83.5,5.0
PTC02504,CND0980,PRG0133,In Progress,,3.5
PTC02505,CND0980,PRG0134,Completed,73.5,4.3
PTC02506,CND0980,PRG0171,Completed,77.1,3.9
PTC02507,CND0981,PRG0106,Completed,77.8,4.0
PTC02508,CND0981,PRG0072,Completed,68.1,5.0
PTC02509,CND0981,PRG0113,Dropped,,5.0
PTC02510,CND0981,PRG0046,Completed,81.6,5.0
PTC02511,CND0981,PRG0076,Dropped,,4.3
PTC02512,CND0982,PRG0105,In Progress,,4.0
PTC02513,CND0982,PRG0106,Completed,78.0,3.6
PTC02514,CND0982,PRG0103,Completed,85.0,4.4
PTC02515,CND0982,PRG0104,Completed,95.4,3.1
PTC02516,CND0983,PRG0204,In Progress,,4.2
PTC02517,CND0983,PRG0206,Dropped,,4.4
PTC02518,CND0984,PRG0043,Completed,61.9,4.3
PTC02519,CND0984,PRG0166,Completed,76.8,3.8
PTC02520,CND0984,PRG0085,In Progress,,3.7
PTC02521,CND0984,PRG0042,Completed,81.8,3.7
PTC02522,CND0985,PRG0189,Completed,84.2,4.5
PTC02523,CND0986,PRG0146,Dropped,,4.0
PTC02524,CND0986,PRG0147,In Progress,,4.9
PTC02525,CND0987,PRG0252,In Progress,,4.2
PTC02526,CND0987,PRG0251,Completed,74.9,5.0
PTC02527,CND0987,PRG0250,Completed,85.3,3.7
PTC02528,CND0988,PRG0039,Completed,90.0,4.2
PTC02529,CND0988,PRG0041,Completed,98.4,3.4
PTC02530,CND0989,PRG0076,Completed,79.1,4.5
PTC02531,CND0989,PRG0245,In Progress,,4.1
PTC02532,CND0989,PRG0148,Completed,81.4,4.0
PTC02533,CND0989,PRG0252,In Progress,,5.0
PTC02534,CND0990,PRG0192,Completed,100.0,4.8
PTC02535,CND0991,PRG0083,Completed,63.9,3.6
PTC02536,CND0991,PRG0084,Completed,50.6,4.1
PTC02537,CND0991,PRG0085,Completed,70.6,4.2
PTC02538,CND0992,PRG0257,Completed,100.0,3.5
PTC02539,CND0992,PRG0258,Completed,91.1,4.9
PTC02540,CND0993,PRG0122,Completed,94.0,4.2
PTC02541,CND0993,PRG0124,Completed,81.4,4.2
PTC02542,CND0993,PRG0125,Dropped,,4.4
PTC02543,CND0994,PRG0087,Completed,72.4,4.0
PTC02544,CND0995,PRG0208,Completed,85.7,3.4
PTC02545,CND0995,PRG0194,In Progress,,4.3
PTC02546,CND0995,PRG0063,Completed,71.2,3.5
PTC02547,CND0995,PRG0121,In Progress,,3.9
PTC02548,CND0996,PRG0102,Completed,77.1,4.3
PTC02549,CND0996,PRG0101,In Progress,,4.2
PTC02550,CND0997,PRG0249,Dropped,,4.7
PTC02551,CND0998,PRG0021,Completed,83.5,4.9
PTC02552,CND0998,PRG0241,Completed,91.3,4.2
PTC02553,CND0998,PRG0028,In Progress,,4.0
PTC02554,CND0998,PRG0209,Completed,91.5,4.6
PTC02555,CND0999,PRG0068,Completed,61.3,4.3
PTC02556,CND1000,PRG0009,Completed,76.7,4.7
PTC02557,CND1000,PRG0095,Completed,67.4,4.3
PTC02558,CND1000,PRG0065,Completed,62.2,4.0
PTC02559,CND1000,PRG0034,Completed,86.4,3.9
PTC02560,CND1000,PRG0032,In Progress,,3.6
